,brand,name,info,type,km,year,color,location,accident,price
6205,쉐보레(GM대우),트랙스,1.4 LT 래더패키지,가솔린,126222,2015,빨간색,경기/인천,무사고,860
6206,기아,K5 2세대,1.6 터보 SX노블레스 스페셜,가솔린,50919,2018,쥐색,경기/인천,단순교환,1920
6207,제네시스,G70,2.0T어드밴스드,가솔린,20924,2018,빨간색,경기/인천,무사고,2990
6208,기아,뉴 쏘렌토 R,디젤 2.0 2WD프레스티지,디젤,106545,2014,흰색,경기/인천,무사고,1460
6209,현대,YF 쏘나타,LPI 프리미어(장애인용),LPG,116339,2010,쥐색,충남,단순교환,620
6210,기아,더 뉴 모닝,럭셔리,가솔린,7449,2016,진주색,경기/인천,무사고,890
6211,쉐보레(GM대우),스파크,LS스타,가솔린,69470,2012,검정색,전남,사고,400
6212,현대,싼타페 TM,가솔린 2.0T 4WD인스퍼레이션,가솔린,25980,2019,흰색,경기/인천,무사고,3430
6213,기아,올 뉴 프라이드,1.6 GDI 해치백럭셔리,가솔린,135947,2012,은색,경남,단순교환,500
6214,기아,K7 프리미어,가솔린 2.5노블레스,가솔린,19791,2020,검정색,경기/인천,무사고,3060
6215,현대,쏘나타 뉴 라이즈,2.0 모던,가솔린,92352,2019,검정색,경기/인천,무사고,1600
6216,기아,더 K9,3.8 GDI AWD플래티넘Ⅲ,가솔린,40208,2019,쥐색,경기/인천,무사고,4350
6217,기아,더 뉴 스포티지 R,디젤 2WD 프레스티지,디젤,128691,2014,흰색,경기/인천,무사고,1200
6218,기아,더 뉴 모닝,럭셔리,가솔린,57118,2016,쥐색,경남,단순교환,690
6219,기아,올 뉴 K7 하이브리드,노블레스,가솔린+전기,117981,2017,검정색,경남,무사고,2270
6220,르노삼성,뉴 QM6,LPG 2.0 (일반인 판매용)RE 시그니처,LPG,12,2021,진주색,경기/인천,무사고,2990
6221,BMW,X4 (F26),xDrive 30d M 스포츠,디젤,82669,2016,검정색,전북,무사고,3750
6222,르노삼성,SM6,1.5 dCi LE,디젤,59676,2016,흰색,충북,무사고,1350
6223,제네시스,G80,3.3 GDI AWD럭셔리,가솔린,87212,2017,검정색,경기/인천,단순교환,2830
6224,기아,K7 프리미어,가솔린 2.5노블레스,가솔린,28591,2020,검정색,서울,무사고,3250
6225,르노삼성,SM6,2.0 LPe RE (장애인용),LPG,74708,2016,흰색,전북,무사고,1490
6226,제네시스,G80,3.3 GDI프리미엄 럭셔리,가솔린,52831,2018,쥐색,경기/인천,무사고,3230
6227,르노삼성,QM6,디젤 4WD RE 시그니처,디젤,45862,2017,검정색,경기/인천,무사고,2060
6228,벤츠,GLC-클래스 X253,GLC300 4MATIC 쿠페,가솔린,4817,2019,흰색,경기/인천,무사고,6250
6229,기아,K8,가솔린 3.5 2WD시그니처,가솔린,2244,2022,쥐색,서울,무사고,4820
6230,기아,더 뉴 K7,2.4 GDI 프레스티지 스페셜,가솔린,147778,2013,흰색,경기/인천,무사고,1090
6231,기아,더 뉴 K3 GT 2세대,1.6 터보 5도어시그니처,가솔린,590,2022,빨간색,서울,무사고,2650
6232,기아,더 뉴 K5 2세대,2.0프레스티지,가솔린,22970,2019,쥐색,경남,무사고,1860
6233,포드,익스플로러,2.3 리미티드 4WD5세대,가솔린,57045,2016,검정색,경기/인천,무사고,2940
6234,기아,올 뉴 K7,3.0 LPI 노블레스(장애인용),LPG,34638,2017,검정색,경기/인천,무사고,2610
6235,현대,쏘나타 DN8 하이브리드,프리미엄 패밀리,가솔린+전기,43148,2020,흰색,경기/인천,무사고,2800
6236,현대,쏘나타 하이브리드,2.0스마트,가솔린+전기,93402,2014,쥐색,경기/인천,사고,850
6237,닛산,큐브,1.4Z11,가솔린,138745,2008,진주색,경기/인천,단순사고(접촉),550
6238,기아,스토닉,1.6 디젤프레스티지,디젤,103374,2018,노란색,경기/인천,무사고,1330
6239,현대,쏘나타 하이브리드,2.0로열,가솔린+전기,102638,2012,은색,경기/인천,무사고,920
6240,제네시스,G80,3.3 GDI AWD럭셔리,가솔린,68064,2017,검정색,경북,무사고,3090
6241,기아,올 뉴 K7,2.4 GDI 프레스티지,가솔린,47747,2016,검정색,경기/인천,무사고,1950
6242,기아,모하비,4WD JV300세부등급 없음,디젤,109532,2014,흰색,전남,무사고,1700
6243,기아,레이 EV,EV,전기,27668,2014,연두색,경기/인천,무사고,850
6244,폭스바겐,티구안 2세대,2.0 TDI 프리미엄,디젤,39377,2018,청색,경기/인천,무사고,2820
6245,현대,쏘나타 뉴 라이즈,2.0 프리미엄 스페셜,가솔린,83030,2018,쥐색,충북,단순교환,1790
6246,현대,제네시스,BH330 럭셔리기본형,가솔린,124232,2012,검정색,경기/인천,단순사고(접촉),1200
6247,르노삼성,뉴SM5(신형),LE,가솔린,117582,2010,진주색,경기/인천,무사고,530
6248,쉐보레(GM대우),마티즈 크리에이티브,재즈스타,가솔린,46986,2010,하늘색,경기/인천,무사고,460
6249,현대,더 뉴 그랜드 스타렉스,리무진2WD 익스클루시브 (9인승),디젤,64850,2019,검정색,전북,무사고,3470
6250,아우디,Q7 (4M),45 TFSI 콰트로,가솔린,51153,2019,흰색,경기/인천,무사고,5450
6251,기아,더 뉴 쏘렌토,디젤 2.2 4WD프레스티지,디젤,48641,2018,청색,서울,무사고,2460
6252,현대,아반떼 AD,1.6 GDI 밸류 플러스,가솔린,30961,2018,흰색,경기/인천,단순교환,1470
6253,현대,그랜저 IG 하이브리드,익스클루시브스페셜,가솔린+전기,27410,2019,쥐색,경남,무사고,3220
6254,쌍용,티볼리 에어,가솔린 1.6 IX 2WD,가솔린,6451,2019,흰색,경북,무사고,1770
6255,기아,올 뉴 모닝,디럭스 스페셜,가솔린,49547,2012,진주색,경기/인천,단순교환,550
6256,기아,스포티지 더 볼드,가솔린 2.0 2WD노블레스,가솔린,35463,2019,진주색,경기/인천,무사고,2280
6257,기아,더 뉴 쏘렌토,디젤 2.0 2WD노블레스,디젤,42837,2019,쥐색,경기/인천,무사고,2700
6258,기아,더 뉴 쏘렌토,디젤 2.0 2WD프레스티지,디젤,32802,2018,진주색,경기/인천,무사고,2480
6259,시트로엥,C5 에어크로스,1.5 BlueHID 필,디젤,15526,2020,쥐색,경기/인천,무사고,2790
6260,쉐보레(GM대우),더 뉴 스파크,LT,가솔린,23224,2020,흰색,서울,무사고,980
6261,벤츠,E-클래스 W213,E300 아방가르드,가솔린,19385,2019,검정색,경기/인천,무사고,5100
6262,폭스바겐,파사트 GT (B8),TDI 프레스티지,디젤,7107,2021,은색,서울,무사고,3800
6263,르노삼성,QM6,디젤 2WD RE,디젤,122037,2017,흰색,충북,단순교환,1480
6264,기아,더 뉴 레이,프레스티지,가솔린,8182,2021,흰색,경기/인천,무사고,1420
6265,기아,올 뉴 K7,2.4 GDI 프레스티지,가솔린,60129,2016,흰색,경기/인천,무사고,2190
6266,현대,싼타페 TM,가솔린 2.0T 4WD인스퍼레이션,가솔린,40746,2019,흰색,충북,무사고,3350
6267,현대,제네시스 DH,G330 프리미엄 AWD,가솔린,112944,2014,검정색,경기/인천,무사고,1970
6268,제네시스,G80,3.3 GDI럭셔리,가솔린,94480,2018,검정색,경남,무사고,2590
6269,현대,베뉴,1.6 모던,가솔린,31013,2020,검정색,경기/인천,무사고,1850
6270,기아,올 뉴 쏘렌토,디젤 2.2 2WD노블레스 스페셜,디젤,60198,2016,검정색,경북,무사고,2420
6271,아우디,뉴 A6 (C7),50 TDI 콰트로 프리미엄C7,디젤,84348,2016,은색,전북,단순교환,2980
6272,르노삼성,SM5 노바,클래식,가솔린,30100,2018,흰색,서울,무사고,1370
6273,현대,쏘나타 DN8,2.0 가솔린프리미엄,가솔린,24156,2020,흰색,충북,무사고,2210
6274,기아,더 뉴 카니발,9인승 노블레스 스페셜,디젤,91615,2019,검정색,충북,무사고,2860
6275,르노삼성,QM6,가솔린 2WD LE,가솔린,59636,2019,흰색,경기/인천,무사고,1920
6276,BMW,3시리즈 (G20),디젤 2WD320d M 스포츠,디젤,24313,2019,검정색,경기/인천,무사고,4340
6277,기아,올 뉴 K7,3.0 LPI 프레스티지,LPG,99833,2017,쥐색,경기/인천,무사고,2110
6278,미니,쿠퍼 (3세대),기본형,가솔린,34129,2018,검정색,서울,단순교환,2090
6279,기아,니로,프레스티지,가솔린+전기,87188,2017,흰색,경북,무사고,1720
6280,현대,팰리세이드,디젤 2.2 4WD프레스티지 (7인승),디젤,23500,2019,진주색,경기/인천,무사고,4390
6281,기아,K7 프리미어 하이브리드,시그니쳐,가솔린+전기,34657,2020,검정색,경기/인천,무사고,3630
6282,제네시스,G80,3.3 GDI럭셔리,가솔린,64911,2018,검정색,경기/인천,무사고,2860
6283,BMW,5시리즈 (G30),530i M 스포츠 플러스,가솔린,68396,2017,흰색,서울,무사고,4250
6284,랜드로버,디스커버리 스포츠,2.0 TD4 HSE 럭셔리,디젤,96819,2017,흰색,경남,무사고,2870
6285,BMW,X5 (F15),xDrive 30d,디젤,123166,2015,쥐색,서울,무사고,3880
6286,제네시스,G70,2.0T AWD슈프림,가솔린,69532,2018,청색,서울,무사고,2990
6287,기아,더 뉴 K3,트렌디세부등급 없음,가솔린,41734,2018,쥐색,경기/인천,단순교환,1280
6288,현대,더 뉴 아반떼,1.6 GDi 스마트기본형,가솔린,78191,2016,흰색,경기/인천,무사고,980
6289,기아,스토닉,1.4 가솔린프레스티지,가솔린,10151,2020,흰색,경남,무사고,1950
6290,제네시스,G80,3.8 GDI AWD파이니스트,가솔린,95003,2018,검정색,서울,무사고,3750
6291,현대,아반떼 AD,1.6 GDI 밸류 플러스,가솔린,36114,2018,은색,충남,무사고,1380
6292,기아,더 뉴 K5 2세대,2.0인텔리전트,가솔린,55289,2019,청색,경기/인천,무사고,2130
6293,기아,스팅어,3.3 터보 AWDGT,가솔린,18857,2020,빨간색,경기/인천,무사고,3800
6294,기아,올 뉴 K7,2.4 GDI 리미티드 에디션,가솔린,43002,2017,검정색,경기/인천,무사고,2330
6295,BMW,3시리즈 GT (F34),GT 320d,디젤,98485,2016,흰색,경기/인천,무사고,2440
6296,현대,그랜저 HG,HG300 프리미엄,가솔린,138060,2013,은회색,전북,무사고,1030
6297,기아,더 뉴 K3,트렌디스타일,가솔린,68824,2018,은색,경북,단순교환,1100
6298,현대,제네시스 DH,G330 프리미엄,가솔린,88586,2014,은회색,전남,무사고,2110
6299,제네시스,G70,2.0T AWD엘리트,가솔린,7732,2020,흰색,경북,단순교환,3990
6300,기아,더 뉴 레이,럭셔리,가솔린,22866,2018,진주색,서울,무사고,1250
6301,르노삼성,SM6,1.6 TCe LE,가솔린,26506,2019,흰색,경남,무사고,1760
6302,기아,더 뉴 쏘렌토,디젤 2.0 2WD프레스티지,디젤,31261,2018,검정색,경기/인천,무사고,2460
6303,BMW,7시리즈 (G11),750Li xDrive,가솔린,64914,2018,검정색,경남,무사고,8000
6304,쉐보레(GM대우),스파크,LT기본형,가솔린,40129,2014,청색,경기/인천,무사고,570
6305,포드,익스플로러,3.5 리미티드 4WD5세대,가솔린,99848,2015,흰색,경기/인천,무사고,2000
6306,쉐보레(GM대우),말리부,2.0 LT 디럭스팩,가솔린,30743,2014,검정색,전남,무사고,990
6307,기아,스팅어,2.0 터보 2WD플래티넘,가솔린,25374,2018,흰색,경기/인천,무사고,3050
6308,현대,그랜저 IG,3.0 익스클루시브세부등급 없음,가솔린,92762,2017,은색,경기/인천,무사고,1760
6309,현대,아반떼 MD,M16 GDI 럭셔리,가솔린,78118,2011,흰색,경북,사고,750
6310,기아,더 K9,3.8 GDI AWD플래티넘Ⅰ,가솔린,34189,2019,검정색,경기/인천,무사고,3950
6311,기아,더 뉴 K5 하이브리드 2세대,노블레스세부등급 없음,가솔린+전기,60063,2020,쥐색,경기/인천,무사고,2390
6312,현대,싼타페 TM,디젤 2.2 4WD프레스티지,디젤,41520,2019,흰색,충남,단순교환,3190
6313,기아,카니발 R,그랜드 카니발 GLXR 스페셜,디젤,98756,2011,흰색,서울,무사고,950
6314,현대,그랜저 IG 하이브리드,익스클루시브세부등급 없음,가솔린+전기,20633,2019,청색,서울,무사고,3130
6315,르노삼성,뉴 QM6,LPG 2.0 (일반인 판매용)RE 시그니처,LPG,3921,2021,흰색,경남,무사고,2880
6316,기아,더 뉴 K5,럭셔리스페셜,가솔린,72675,2015,검정색,충남,무사고,1280
6317,현대,쏘나타 뉴 라이즈,2.0 스마트,가솔린,55035,2018,흰색,서울,무사고,1690
6318,현대,아반떼 AD,1.6 GDI 밸류 플러스,가솔린,58774,2018,흰색,서울,무사고,1340
6319,현대,그랜저 HG,HG240 럭셔리,가솔린,102153,2012,흰색,경기/인천,무사고,1040
6320,쉐보레(GM대우),어메이징 뉴 크루즈,1.8 LT 디럭스팩,가솔린,74868,2015,흰색,경남,무사고,780
6321,제네시스,G80,3.3 GDI럭셔리,가솔린,75971,2018,쥐색,경남,무사고,2810
6322,현대,쏘나타 DN8,2.0 가솔린프리미엄,가솔린,30045,2020,검정색,경기/인천,단순교환,2130
6323,현대,그랜저 IG 하이브리드,익스클루시브세부등급 없음,가솔린+전기,67991,2018,쥐색,서울,무사고,2590
6324,기아,니로,프레스티지,가솔린+전기,71830,2018,진주색,서울,무사고,1970
6325,폭스바겐,더 뉴 파사트,2.0 TDIB7,디젤,34401,2014,은색,경기/인천,무사고,1600
6326,현대,LF 쏘나타,LPI 프리미엄,LPG,52863,2016,흰색,서울,무사고,1500
6327,르노삼성,SM6,1.6 TCe LE,가솔린,30380,2016,흰색,경북,단순교환,1530
6328,기아,올 뉴 모닝 (JA),프레스티지,가솔린,15999,2017,쥐색,전북,단순교환,930
6329,현대,그랜저 HG,HG240 모던 컬렉션,가솔린,107994,2016,검정색,경기/인천,단순교환,1360
6330,기아,니로,프레스티지,가솔린+전기,60500,2018,흰색,경기/인천,단순교환,1960
6331,쉐보레(GM대우),더 뉴 스파크,프리미어,가솔린,9876,2020,빨간색,경기/인천,무사고,1120
6332,제네시스,G80,3.3 GDI AWD프리미엄 럭셔리,가솔린,31202,2019,검정색,경기/인천,무사고,4380
6333,벤츠,CLS-클래스 C257,CLS450 4MATIC AMG Line,가솔린,21783,2019,흰색,경기/인천,무사고,8930
6334,쌍용,베리 뉴 티볼리,1.5 가솔린 2WD리미티드 에디션,가솔린,2865,2021,진주색,경기/인천,무사고,2220
6335,현대,그랜저 IG,3.0 익스클루시브세부등급 없음,가솔린,19421,2019,은색,경기/인천,단순교환,2440
6336,쉐보레(GM대우),알페온,EL240프리미엄,가솔린,103121,2013,흰색,경기/인천,단순교환,920
6337,쉐보레(GM대우),더 뉴 트랙스,1.6 디젤 LTZ,디젤,137546,2017,자주색,전남,무사고,1050
6338,현대,LF 쏘나타,2.0 케어플러스,가솔린,50961,2017,진주색,경기/인천,무사고,1720
6339,벤츠,E-클래스 W213,E220d 4MATIC 익스클루시브,디젤,39343,2019,흰색,경북,무사고,5330
6340,쉐보레(GM대우),임팔라,2.5 프리미어,가솔린,89495,2018,검정색,경기/인천,무사고,1810
6341,현대,쏘나타 DN8,2.0 가솔린모던,가솔린,826,2022,흰색,경기/인천,무사고,2430
6342,현대,쏘나타 DN8,2.0 LPi프리미엄,LPG,32456,2020,쥐색,충남,무사고,2380
6343,기아,더 뉴 K5 2세대,2.0노블레스,가솔린,32385,2020,흰색,경기/인천,단순교환,2190
6344,BMW,5시리즈 (G30),530i xDrive M 스포츠 플러스,가솔린,17989,2018,쥐색,경기/인천,무사고,5140
6345,르노삼성,SM6,2.0 GDe LE,가솔린,71239,2017,흰색,서울,단순교환,1370
6346,기아,올 뉴 K7,2.2 디젤 리미티드,디젤,87826,2018,검정색,서울,무사고,2290
6347,현대,그랜저 IG,3.0 LPi 모던 (렌터카용),LPG,93237,2018,검정색,서울,무사고,1850
6348,현대,제네시스 DH,G330 프리미엄 AWD,가솔린,104767,2016,검정색,경북,단순교환,2190
6349,현대,코나,1.6 터보 2WD프리미엄,가솔린,17435,2020,청색,경기/인천,무사고,2160
6350,쉐보레(GM대우),말리부,2.0 LTZ 디럭스팩(알로이휠),가솔린,91904,2012,은색,경기/인천,단순교환,720
6351,현대,그랜저 IG,2.4 모던,가솔린,72810,2018,검정색,경기/인천,무사고,1920
6352,현대,싼타페 TM,디젤 2.2 4WD인스퍼레이션,디젤,53083,2019,청색,서울,무사고,3260
6353,폭스바겐,더 뉴 파사트,2.0 TDIB7,디젤,93436,2014,쥐색,경기/인천,무사고,1280
6354,기아,스팅어,2.0 터보 AWD플래티넘,가솔린,73849,2018,흰색,경북,무사고,3330
6355,현대,싼타페 TM,디젤 2.0 2WD프리미엄,디젤,63534,2020,쥐색,경북,무사고,2590
6356,기아,K7 프리미어 하이브리드,시그니쳐,가솔린+전기,23257,2020,검정색,경북,무사고,3580
6357,포드,익스플로러,3.5 리미티드 4WD5세대,가솔린,18525,2018,흰색,경기/인천,무사고,3800
6358,르노삼성,QM6,가솔린 2WD RE 시그니처,가솔린,37503,2019,쥐색,경기/인천,무사고,2220
6359,쉐보레(GM대우),스파크,LS스타,가솔린,48883,2013,분홍색,경기/인천,단순교환,480
6360,기아,K8,가솔린 3.5 2WD시그니처,가솔린,3028,2022,흰색,경남,무사고,4750
6361,기아,뉴 쏘렌토 R,디젤 2.2 4WD리미티드 스페셜,디젤,94450,2014,쥐색,경남,단순교환,1400
6362,기아,모하비,4WD KV300세부등급 없음,디젤,134572,2013,검정색,경북,무사고,1820
6363,폭스바겐,골프 7세대,2.0 TDI 프리미엄,디젤,91598,2016,흰색,경기/인천,무사고,1720
6364,쉐보레(GM대우),올란도,2.0 디젤 LT프리미엄,디젤,64798,2014,흰색,경기/인천,단순교환,940
6365,르노삼성,SM6,2.0 GDe RE,가솔린,77690,2016,검정색,경남,단순교환,1350
6366,현대,그랜저 IG,2.4 프리미엄세부등급 없음,가솔린,44283,2017,쥐색,경기/인천,단순교환,2290
6367,현대,제네시스,BH330 럭셔리기본형,가솔린,68308,2009,은색,경기/인천,무사고,970
6368,쉐보레(GM대우),캡티바,2WD LT,디젤,103721,2015,흰색,경남,무사고,1030
6369,기아,스토닉,1.6 디젤프레스티지,디젤,53078,2018,쥐색,경북,무사고,1590
6370,현대,아이오닉 플러그인 하이브리드,Q,가솔린+전기,38284,2017,흰색,경기/인천,단순교환,2120
6371,기아,K5 2세대,LPI MX프레스티지,LPG,130996,2017,쥐색,경북,무사고,1200
6372,제네시스,G80,3.3 GDI럭셔리,가솔린,55463,2017,검정색,경남,무사고,2990
6373,쉐보레(GM대우),스파크,LS+,가솔린,53737,2014,흰색,경북,단순교환,490
6374,쉐보레(GM대우),말리부,2.0 LTZ,가솔린,27225,2012,은색,경기/인천,단순교환,910
6375,기아,더 뉴 모하비,디젤 3.0 4WD프레지던트,디젤,90895,2017,쥐색,경기/인천,단순교환,2630
6376,쉐보레(GM대우),더 넥스트 스파크,LTZ,가솔린,62065,2016,검정색,경기/인천,무사고,770
6377,기아,올 뉴 K7,3.0 LPI 프레스티지,LPG,76893,2016,쥐색,경북,무사고,1990
6378,기아,올 뉴 모닝 (JA),프레스티지,가솔린,18423,2020,흰색,충북,단순교환,1010
6379,기아,더 뉴 니로,프레스티지,가솔린+전기,50777,2020,청색,서울,무사고,2280
6380,현대,그랜저 IG,2.4 익스클루시브 스페셜,가솔린,29350,2019,검정색,경남,단순교환,2910
6381,르노삼성,SM7 노바,LPLI 2.0 LPe세부등급없음,LPG,84469,2018,흰색,경기/인천,사고,1220
6382,기아,올 뉴 K7,3.3 GDI 노블레스스페셜,가솔린,81349,2016,검정색,경기/인천,무사고,1990
6383,기아,레이,프레스티지,가솔린,88286,2016,흰색,경기/인천,단순교환,960
6384,현대,싼타페 TM,디젤 2.2 2WD프레스티지,디젤,25108,2019,검정색,경기/인천,무사고,3070
6385,현대,더 뉴 그랜저 하이브리드,가솔린 2.4 하이브리드캘리그래피,가솔린+전기,12145,2021,검정색,서울,무사고,4350
6386,쌍용,렉스턴 스포츠 칸,디젤 2.2 4WD (다이내믹 5링크)프레스티지,디젤,5972,2020,진주색,전남,무사고,2800
6387,쌍용,티볼리,VX 2WD,가솔린,39749,2016,흰색,서울,단순교환,1390
6388,현대,그랜저 HG,HG240 모던 컬렉션,가솔린,68034,2017,검정색,경기/인천,단순교환,1630
6389,현대,스타리아,디젤 2.2 카고3인승 모던,디젤,5888,2022,쥐색,경북,무사고,2890
6390,현대,그랜저 IG,2.4 프리미엄세부등급 없음,가솔린,47618,2019,검정색,경기/인천,단순교환,2390
6391,제네시스,EQ900,3.8 GDI AWD럭셔리,가솔린,36226,2017,은색,서울,무사고,4240
6392,현대,아반떼 AD,1.6 GDI 스타일,가솔린,49585,2017,흰색,서울,사고,950
6393,미니,쿠퍼 컨버터블(3세대),S JCW,가솔린,29381,2019,흰색,전북,단순교환,4050
6394,제네시스,G80,3.3 GDI럭셔리,가솔린,55526,2018,검정색,경남,단순교환,2990
6395,르노삼성,뉴 QM6,LPG 2.0 (일반인 판매용)RE 시그니처,LPG,27,2021,흰색,전남,무사고,2910
6396,현대,쏘나타 DN8,2.0 가솔린인스퍼레이션,가솔린,21035,2020,쥐색,충남,무사고,2620
6397,기아,더 뉴 모닝,럭셔리,가솔린,29867,2016,진주색,전북,무사고,880
6398,현대,그랜저 HG,HG240 모던 컬렉션,가솔린,82057,2017,은회색,충북,무사고,1440
6399,볼보,V40,D3 모멘텀2세대,디젤,89045,2018,흰색,경기/인천,무사고,1990
6400,현대,쏘나타 DN8,2.0 가솔린프리미엄 밀레니얼,가솔린,34632,2020,흰색,경기/인천,무사고,2770
6401,현대,아반떼 AD,1.6 GDI 밸류 플러스,가솔린,39665,2018,흰색,경기/인천,무사고,1510
6402,벤츠,S-클래스 W222,S350L,가솔린,60792,2020,진주색,전남,무사고,9900
6403,기아,더 뉴 모닝,럭셔리,가솔린,52060,2016,진주색,서울,무사고,750
6404,BMW,X5 (G05),디젤 4WDxDrive 30d xline,디젤,3319,2021,흰색,전북,단순사고(접촉),8990
6405,쉐보레(GM대우),올 뉴 말리부,1.5 터보 LS세부등급 없음,가솔린,41722,2017,흰색,경기/인천,단순교환,1410
6406,기아,올 뉴 K7,2.4 GDI 리미티드,가솔린,80129,2017,검정색,경남,단순교환,1930
6407,벤츠,CLA-클래스 C117,CLA220 AMG Line,가솔린,33567,2018,흰색,경기/인천,무사고,3220
6408,현대,쏘나타 뉴 라이즈,1.6 터보 스마트,가솔린,29277,2019,흰색,경기/인천,단순교환,2090
6409,기아,K5,LPI 스마트,LPG,132914,2013,검정색,서울,단순사고(접촉),550
6410,푸조,3008 2세대,1.6 BlueHDi GT Line,디젤,19465,2019,쥐색,경기/인천,무사고,2860
6411,쉐보레(GM대우),크루즈,1.8 LTZ+,가솔린,35900,2014,검정색,경기/인천,단순교환,720
6412,르노삼성,XM3,가솔린 터보 1.3RE 시그니쳐,가솔린,21133,2020,쥐색,경남,무사고,2130
6413,기아,K8,가솔린 2.5시그니처,가솔린,4057,2022,쥐색,경기/인천,무사고,4390
6414,현대,팰리세이드,디젤 2.2 2WD프레스티지 (7인승),디젤,27258,2019,검정색,서울,무사고,3990
6415,쉐보레(GM대우),트랙스,1.4 LTZ,가솔린,128314,2015,흰색,충남,무사고,950
6416,쉐보레(GM대우),더 넥스트 스파크,패션,가솔린,36223,2017,검정색,경남,단순교환,780
6417,기아,올 뉴 프라이드,1.6 GDI 세단럭셔리,가솔린,57395,2012,기타,충북,단순교환,550
6418,현대,싼타페 더 프라임,디젤 2.0 2WD익스클루시브 스페셜,디젤,107485,2018,쥐색,서울,단순교환,2130
6419,현대,제네시스,BH330 럭셔리기본형,가솔린,113292,2012,검정색,경기/인천,단순교환,1150
6420,현대,싼타페 TM,디젤 2.0 2WD인스퍼레이션,디젤,26932,2020,흰색,경남,무사고,3360
6421,현대,LF 쏘나타,2.0 케어플러스,가솔린,72986,2017,흰색,경기/인천,단순교환,1480
6422,기아,더 뉴 레이,프레스티지,가솔린,47183,2018,흰색,서울,단순사고(접촉),1170
6423,현대,더 뉴 싼타페,가솔린 2.5 4WD캘리그래피,가솔린,6182,2021,쥐색,경기/인천,무사고,4290
6424,쉐보레(GM대우),스파크,LT기본형,가솔린,74015,2014,흰색,경북,무사고,530
6425,현대,그랜저 IG,3.3 셀러브리티,가솔린,54402,2018,검정색,충북,무사고,2700
6426,현대,더 뉴 그랜드 스타렉스,어반 9인승익스클루시브,디젤,45361,2019,갈색,경기/인천,단순사고(접촉),2450
6427,기아,더 뉴 K5 2세대,2.0노블레스,가솔린,33858,2020,검정색,경기/인천,무사고,2050
6428,르노삼성,뉴 QM6,가솔린 2.0RE,가솔린,13356,2021,검정색,서울,무사고,2780
6429,제네시스,G80,3.3 GDI AWD럭셔리,가솔린,109307,2017,쥐색,경북,무사고,2530
6430,현대,싼타페 TM,디젤 2.2 4WD인스퍼레이션,디젤,93097,2019,검정색,충남,무사고,3190
6431,쌍용,티볼리 에어,가솔린 1.6 RX 2WD,가솔린,82904,2017,진주색,경기/인천,무사고,1340
6432,현대,더 뉴 맥스크루즈,디젤 2.2 2WD프레스티지,디젤,122772,2017,쥐색,경기/인천,무사고,1900
6433,현대,아슬란,G300 모던,가솔린,75727,2015,쥐색,경기/인천,무사고,1660
6434,쉐보레(GM대우),더 넥스트 스파크,LTZ,가솔린,25066,2017,진주색,경기/인천,단순교환,900
6435,현대,그랜저 IG,2.4 프리미엄세부등급 없음,가솔린,74403,2018,검정색,경북,무사고,2080
6436,포드,뉴 토러스,2.0 Limited 에코부스트6세대,가솔린,49052,2016,흰색,서울,무사고,1700
6437,지프,그랜드 체로키,3.6 리미티드-X,가솔린,45339,2019,흰색,경기/인천,무사고,3790
6438,기아,올 뉴 카니발,9인승 프레스티지,디젤,74335,2015,쥐색,경남,단순교환,1860
6439,제네시스,G70,3.3T 스포츠 AWD엘리트,가솔린,6262,2020,흰색,경기/인천,무사고,4150
6440,볼보,S90,T5 인스크립션,가솔린,62359,2020,쥐색,경기/인천,무사고,4530
6441,기아,K7 프리미어,가솔린 2.5X 에디션,가솔린,18264,2020,검정색,서울,무사고,2990
6442,도요타,시에나,3.5,가솔린,98342,2013,검정색,서울,무사고,1920
6443,기아,K7 프리미어 하이브리드,시그니쳐,가솔린+전기,46246,2020,흰색,경북,무사고,3790
6444,현대,그랜저 HG,HG240 모던,가솔린,107379,2016,검정색,경남,무사고,1350
6445,현대,그랜저 HG 하이브리드,프리미엄,가솔린+전기,112013,2015,검정색,충남,무사고,1620
6446,쉐보레(GM대우),올 뉴 말리부,2.0 터보 LT프리미엄,가솔린,40900,2018,검정색,경남,무사고,1720
6447,현대,벨로스터 (JS),1.6 터보 스포츠코어,가솔린,36399,2018,검정색,경기/인천,단순교환,1660
6448,쉐보레(GM대우),올 뉴 말리부,2.0 터보 LT프리미엄,가솔린,77964,2017,흰색,충남,무사고,1530
6449,현대,LF 쏘나타,LPI 프리미엄 스페셜,LPG,101234,2015,은색,경기/인천,무사고,1320
6450,도요타,뉴 캠리,2.5 XLE,가솔린,83974,2014,쥐색,경기/인천,단순사고(접촉),960
6451,현대,그랜저 HG,HG240 모던,가솔린,102809,2016,은회색,경기/인천,무사고,1330
6452,쉐보레(GM대우),더 뉴 스파크,밴세부등급 없음,가솔린,424,2021,흰색,경남,무사고,990
6453,기아,스팅어,3.3 터보 AWDGT,가솔린,30440,2020,쥐색,경기/인천,무사고,3980
6454,르노삼성,더 뉴 QM6,가솔린 2WD2.0 GDe 프리미에르,가솔린,18025,2020,흰색,경북,무사고,2770
6455,쉐보레(GM대우),더 뉴 말리부,1.3 터보 LS디럭스,가솔린,31012,2019,흰색,경기/인천,무사고,1700
6456,쉐보레(GM대우),어메이징 뉴 크루즈,1.8 LTZ,가솔린,48623,2016,흰색,경기/인천,무사고,990
