,brand,name,year,info,km,location,price,type,color,websites
23129,기아,더 뉴 쏘렌토,19/05식(20년형),디젤 2.2 2WD,"6,612km",울산,"3,199",디젤,흰색,Ncar
23130,쉐보레(GM대우),더 뉴 스파크,18/10식(19년형),프리미어,"26,711km",울산,960,가솔린,흰색,Ncar
23131,쌍용,티볼리,15/09식(16년형),디젤 LX 2WD,"35,182km",울산,"1,460",디젤,흰색,Ncar
23132,현대,쏘나타 (DN8),19/06식(20년형),2.0,"11,265km",울산,"2,299",가솔린,흰색,Ncar
23133,기아,스토닉,19/07식(20년형),1.4,"1,883km",광주,"1,750",가솔린,흰색,Ncar
23134,기아,그랜드 카니발,08/11식(09년형),GLX 하이리무진 11인승,"235,336km",경남,810,디젤,흰색,Ncar
23135,쉐보레(GM대우),All New 마티즈,08/07식,일반형,"64,195km",경남,160,가솔린,흰색,Ncar
23136,현대,그랜저 HG,13/07식(14년형),HG240 모던,"95,673km",경남,"1,230",가솔린,흰색,Ncar
23137,현대,그랜저 HG,14/08식(15년형),HG220 디젤 모던,"169,604km",경기,"1,140",디젤,흰색,Ncar
23138,현대,그랜저 HG,12/12식(13년형),LPG HG300 모던,"169,132km",경기,"1,060",LPG(일반인 구입),흰색,Ncar
23139,쉐보레(GM대우),뉴 다마스,17/02식,5인승 코치,"42,000km",부산,550,LPG(일반인 구입),흰색,Ncar
23140,르노삼성,뉴SM3,12/08식(13년형),RE,"147,557km",대전,480,가솔린,흰색,Ncar
23141,현대,그랜저 HG,14/11식(15년형),HG220 디젤 모던,"88,415km",대전,"1,456",디젤,흰색,Ncar
23142,기아,더 뉴 모하비,16/04식(17년형),디젤 3.0 4WD,"139,257km",대전,"2,320",디젤,흰색,Ncar
23143,기아,스포티지 R,12/10식(13년형),디젤 2WD TLX,"120,000km",전북,800,디젤,흰색,Ncar
23144,현대,쏘나타 더 브릴리언트,14/04식(15년형),LPI 스타일,"210,000km",전북,500,LPG(일반인 구입),흰색,Ncar
23145,현대,투싼,08/01식,디젤(VGT) 2WD MX,"172,576km",대전,330,디젤,흰색,Ncar
23146,기아,그랜드 카니발,09/09식(10년형),GLX,"145,859km",대전,490,디젤,흰색,Ncar
23147,현대,아반떼 MD,11/09식(12년형),M16 GDI 프리미어,"72,853km",경남,599,가솔린,흰색,Ncar
23148,현대,제네시스,11/06식(12년형),BH330 럭셔리,"119,128km",경기,"1,130",가솔린,흰색,Ncar
23149,,,,,,,,,흰색,Ncar
23150,기아,더 뉴 K5 2세대,18/07식(19년형),2.0 LPI 택시형,"80,288km",경기,"1,250",LPG(일반인 구입),흰색,Ncar
23151,현대,쏘나타 (DN8),19/07식(20년형),2.0,"11,571km",경남,"2,650",가솔린,흰색,Ncar
23152,기아,더 뉴 K5 2세대,19/06식(20년형),2.0,"16,642km",경남,"1,970",가솔린,흰색,Ncar
23153,기아,올 뉴 쏘렌토,17/02식,디젤 2.0 2WD,"48,458km",경남,"1,890",디젤,흰색,Ncar
23154,쉐보레(GM대우),올 뉴 말리부,16/06식(17년형),1.5 터보 LT,"93,197km",경남,"1,170",가솔린,흰색,Ncar
23155,제네시스,G70,19/03식,3.3T 스포츠,"38,004km",경남,"3,610",가솔린,흰색,Ncar
23156,기아,K7 프리미어,19/07식(20년형),2.5 GDI 노블레스,"23,974km",경남,"2,850",가솔린,흰색,Ncar
23157,쉐보레(GM대우),올 뉴 말리부,17/07식,2.0 터보 LT,"77,567km",경남,"1,450",가솔린,흰색,Ncar
23158,현대,뉴 투싼 ix,13/10식(14년형),디젤(e-VGT) 2WD,"136,100km",경북,"1,180",디젤,흰색,Ncar
23159,현대,그랜저 HG,14/06식(15년형),HG240 모던,"114,300km",경북,"1,150",가솔린,흰색,Ncar
23160,쌍용,뉴코란도 C,14/06식,2.0 CVT 4WD,"58,347km",울산,"1,080",디젤,흰색,Ncar
23161,현대,싼타페 CM,08/02식,2WD(2.2VGT) MLX,"147,644km",울산,530,디젤,흰색,Ncar
23162,현대,싼타페 DM,14/09식(15년형),디젤(e-VGT) 2.0 2WD 익스클루시브,"107,000km",울산,"1,520",디젤,흰색,Ncar
23163,현대,싼타페 CM,08/09식(09년형),2WD(2.2VGT) MLX,"113,095km",울산,580,디젤,흰색,Ncar
23164,제네시스,GV70,21/09식,3.5T 가솔린 AWD,12km,인천,"6,840",가솔린,흰색,Ncar
23165,현대,아반떼 MD,11/02식,M16 GDI 럭셔리,"62,611km",경기,710,가솔린,흰색,Ncar
23166,쉐보레(GM대우),뉴 다마스,15/06식,2인승 판넬밴,"49,955km",전북,490,LPG(일반인 구입),흰색,Ncar
23167,쉐보레(GM대우),뉴 다마스,19/05식,5인승 코치,"34,544km",경기,680,LPG(일반인 구입),흰색,Ncar
23168,현대,그랜드 스타렉스,09/12식(10년형),11인승 왜건,"163,398km",경기,580,디젤,흰색,Ncar
23169,기아,스팅어,18/07식(19년형),2.0 터보 2WD,"45,688km",경기,"2,950",가솔린,흰색,Ncar
23170,기아,스팅어,18/07식(19년형),2.0 터보 2WD,"45,688km",경기,"2,950",가솔린,흰색,Ncar
23171,현대,YF 쏘나타,10/05식,Y20 프리미어,"111,107km",울산,600,가솔린,흰색,Ncar
23172,쉐보레(GM대우),뉴 다마스,14/02식,2인승 판넬밴,"99,000km",경기,290,LPG(일반인 구입),흰색,Ncar
23173,현대,LF 쏘나타,16/04식,LPI 프리미엄,"162,102km",강원,859,LPG(일반인 구입),흰색,Ncar
23174,르노삼성,뉴QM3,18/07식,RE,"47,537km",강원,"1,490",디젤,흰색,Ncar
23175,기아,더 뉴 K3,16/01식,프레스티지,"56,597km",강원,"1,350",가솔린,흰색,Ncar
23176,쉐보레(GM대우),캡티바,14/05식,2WD 다이나믹 레드,"38,000km",경기,"1,140",디젤,흰색,Ncar
23177,현대,코나,17/09식(18년형),1.6 터보 2WD,"50,338km",경기,"1,740",가솔린,흰색,Ncar
23178,,,,,,,,,흰색,Ncar
23179,현대,코나,17/09식(18년형),1.6 터보 2WD,"50,338km",경기,"1,740",가솔린,흰색,Ncar
23180,르노삼성,마스터,19/10식,2.3 13인승,"25,083km",인천,"2,830",디젤,흰색,Ncar
23181,현대,팰리세이드,19/04식,가솔린 3.8 4WD,"29,000km",광주,"3,920",가솔린,흰색,Ncar
23182,기아,더 뉴 K7,15/01식,2.4 GDI 프레스티지,"108,643km",경기,"1,320",가솔린,흰색,Ncar
23183,기아,니로,18/05식,노블레스,"69,119km",경기,"2,300",가솔린+전기,흰색,Ncar
23184,쉐보레(GM대우),스파크,11/03식(12년형),LT,"174,599km",경기,250,가솔린,흰색,Ncar
23185,기아,더 프레스티지 K7,12/04식,LPI 3.0 디럭스,"230,905km",충남,550,LPG(일반인 구입),흰색,Ncar
23186,쉐보레(GM대우),올 뉴 말리부,18/07식,1.5 터보 LS,"112,919km",충남,999,가솔린,흰색,Ncar
23187,기아,더 뉴 K7,14/05식,LPI 3.0 럭셔리,"158,356km",충남,899,LPG(일반인 구입),흰색,Ncar
23188,기아,올 뉴 K3,20/04식,럭셔리,"41,300km",충남,"1,350",가솔린,흰색,Ncar
23189,기아,스포티지 4세대,16/10식(17년형),디젤 1.7 2WD 노블레스,"66,420km",충남,"1,299",디젤,흰색,Ncar
23190,기아,올 뉴 카니발,16/05식,9인승 프레스티지,"170,745km",충남,"1,399",디젤,흰색,Ncar
23191,제네시스,G80,16/11식(17년형),3.3 GDI AWD,"65,999km",충북,"3,300",가솔린,흰색,Ncar
23192,기아,올 뉴 모닝 (JA),17/06식,럭셔리,"79,800km",충북,829,가솔린,흰색,Ncar
23193,기아,더 뉴 모닝,16/01식,스포츠 터보 RUN HIGH,"63,000km",충북,899,가솔린,흰색,Ncar
23194,현대,아반떼 MD,11/01식,M16 GDI 럭셔리,"174,990km",대구,469,가솔린,흰색,Ncar
23195,기아,니로,18/03식,프레스티지,"70,194km",충북,"1,890",가솔린+전기,흰색,Ncar
23196,현대,더 뉴 제네시스 쿠페,14/02식,200 터보 S,"96,000km",충북,"1,350",가솔린,흰색,Ncar
23197,쉐보레(GM대우),더 넥스트 스파크,16/09식(17년형),LT,"54,502km",대전,650,가솔린,흰색,Ncar
23198,기아,쏘렌토 4세대,20/10식(21년형),HEV 1.6 4WD,"12,250km",경기,"4,820",가솔린+전기,흰색,Ncar
23199,르노삼성,SM3 뉴 제너레이션,06/12식(07년형),PE16,"108,135km",충북,230,가솔린,흰색,Ncar
23200,기아,프라이드,99/02식,5DR 1.3 영,"198,258km",경남,430,가솔린,흰색,Ncar
23201,쌍용,티볼리,17/07식,디젤 LX 2WD,"19,618km",경기,"1,530",디젤,흰색,Ncar
23202,쌍용,티볼리 아머,18/09식(19년형),디젤 VX 2WD,"21,830km",경기,"1,590",디젤,흰색,Ncar
23203,기아,K7,11/01식,VG270 럭셔리,"179,481km",부산,580,가솔린,흰색,Ncar
23204,현대,그랜저 HG,13/11식(14년형),HG240 모던,"155,000km",대전,870,가솔린,흰색,Ncar
23205,쉐보레(GM대우),뉴 다마스,16/08식,5인승 코치,"52,897km",서울,400,LPG(일반인 구입),흰색,Ncar
23206,현대,싼타페 더 프라임,16/12식(17년형),디젤 2.0 2WD,"41,700km",충남,"2,350",디젤,흰색,Ncar
23207,현대,뉴 EF 쏘나타,03/09식(04년형),LPG 2.0 VXL,"99,426km",충남,155,LPG(일반인 구입),흰색,Ncar
23208,르노삼성,SM5 노바,16/04식,LPLi RE,"94,641km",대전,890,LPG(일반인 구입),흰색,Ncar
23209,쉐보레(GM대우),크루즈,14/12식,1.8 LTZ+,"101,489km",서울,530,가솔린,흰색,Ncar
23210,쉐보레(GM대우),스파크,12/07식,LT,"93,998km",강원,280,가솔린,흰색,Ncar
23211,현대,그랜저 HG,16/05식(17년형),LPG HG300 익스클루시브,"99,909km",충남,"1,799",LPG(일반인 구입),흰색,Ncar
23212,현대,아반떼 HD,08/01식,1.6 VVT S16,"180,000km",경기,300,가솔린,흰색,Ncar
23213,,,,,,,,,흰색,Ncar
23214,쉐보레(GM대우),스파크,14/12식,LPG LT,"170,948km",경남,420,LPG(일반인 구입),흰색,Ncar
23215,현대,더 뉴 그랜저 IG,20/09식,3.0 LPi,"22,009km",전남,"3,700",LPG(일반인 구입),흰색,Ncar
23216,기아,올 뉴 카니발,16/11식(17년형),9인승 프레스티지,"129,034km",경남,"1,990",디젤,흰색,Ncar
23217,현대,제네시스 쿠페,11/01식,380 GT-P,"133,382km",경기,880,가솔린,흰색,Ncar
23218,기아,쎄라토,06/04식,1.6 GOLD,"70,657km",경북,190,가솔린,흰색,Ncar
23219,쌍용,뉴코란도,04/10식,밴 290S,"236,846km",대구,350,디젤,흰색,Ncar
23220,쉐보레(GM대우),트레일블레이저,20/05식(21년형),1.3 터보 4WD,"17,755km",경기,"2,650",가솔린,흰색,Ncar
23221,기아,K7 프리미어,19/12식(20년형),2.5 GDI X 에디션,"35,322km",경기,"2,950",가솔린,흰색,Ncar
23222,현대,베라크루즈,07/05식,디젤 4WD 300VX,"203,960km",충북,660,디젤,흰색,Ncar
23223,기아,올 뉴 K7,16/03식,3.0 LPI 럭셔리,"80,666km",부산,"1,750",LPG(일반인 구입),흰색,Ncar
23224,기아,더 뉴 K5,14/05식(15년형),LPI 프레스티지,"120,616km",부산,"1,170",LPG(일반인 구입),흰색,Ncar
23225,르노삼성,SM3 네오,16/03식,SE,"16,464km",부산,"1,020",가솔린,흰색,Ncar
23226,기아,스팅어,18/05식,2.0 터보 2WD,"29,000km",광주,"2,950",가솔린,흰색,Ncar
23227,르노삼성,QM6,16/10식(17년형),디젤 2WD LE,"48,461km",경기,"1,770",디젤,흰색,Ncar
23228,기아,올 뉴 카니발,18/06식,9인승 프레스티지,"102,300km",경북,"1,780",디젤,흰색,Ncar
23229,현대,더 뉴 아이오닉 하이브리드,20/09식,1.6 HEV,"10,711km",경남,"2,650",가솔린+전기,흰색,Ncar
23230,기아,스포티지 4세대,15/09식(16년형),디젤 2.0 2WD 트렌디,"132,400km",경북,"1,430",디젤,흰색,Ncar
23231,기아,카니발 4세대,20/09식(21년형),7인승 노블레스,"26,714km",경기,"3,950",디젤,흰색,Ncar
23232,기아,올 뉴 K7,16/02식,3.3 GDI 노블레스,"71,515km",경기,"1,890",가솔린,흰색,Ncar
23233,기아,카니발 R,10/09식,그랜드 카니발 GLX,"203,000km",전북,550,디젤,흰색,Ncar
23234,기아,올 뉴 K3,19/06식(20년형),프레스티지,"25,276km",경기,"1,780",가솔린,흰색,Ncar
23235,현대,그랜드 스타렉스,10/03식,5인승 밴,"131,195km",전북,890,디젤,흰색,Ncar
23236,기아,프라이드(신형),10/07식,디젤 4DR 1.5 VGT SLX,"116,962km",전북,390,디젤,흰색,Ncar
23237,기아,K5 2세대,17/02식,LPI MX,"63,715km",대구,"1,780",LPG(일반인 구입),흰색,Ncar
23238,현대,그랜저 IG,17/02식,3.0 LPi 모던 (렌터카),"86,600km",제주,"2,250",LPG(일반인 구입),흰색,Ncar
23239,쉐보레(GM대우),더 넥스트 스파크,17/03식,LTZ,"54,363km",경기,750,가솔린,흰색,Ncar
23240,현대,아반떼 MD,10/09식(11년형),M16 GDI 탑,"146,200km",전북,630,가솔린,흰색,Ncar
23241,쉐보레(GM대우),더 뉴 스파크,18/06식,레드핏 에디션,"43,000km",경기,780,가솔린,흰색,Ncar
23242,현대,쏘나타 뉴 라이즈,19/01식,2.0 모던,"46,000km",충남,"1,930",가솔린,흰색,Ncar
23243,르노삼성,SM7 노바,16/09식(17년형),LPLI 2.0 LPe 장애인용,"46,519km",경기,"1,490",LPG(일반인 구입),흰색,Ncar
23244,기아,더 뉴 스포티지 R,14/10식(15년형),디젤 2WD 트렌디,"125,681km",부산,"1,230",디젤,흰색,Ncar
23245,기아,올 뉴 프라이드,12/02식,1.6 GDI 세단,"120,000km",충북,550,가솔린,흰색,Ncar
23246,기아,올 뉴 카니발,16/11식(17년형),9인승 럭셔리,"100,000km",전남,"1,690",디젤,흰색,Ncar
23247,기아,K7 하이브리드,14/07식,700h 프레스티지,"118,000km",전남,"1,390",가솔린+전기,흰색,Ncar
23248,기아,뉴모닝,09/04식,LX,"120,000km",울산,240,가솔린,흰색,Ncar
23249,쉐보레(GM대우),어메이징 뉴 크루즈,16/09식,1.6 디젤 LTZ,"87,821km",경기,770,디젤,흰색,Ncar
23250,기아,셀토스,19/07식(20년형),가솔린 1.6 터보 2WD,"26,312km",울산,"2,750",가솔린,흰색,Ncar
23251,쌍용,코란도 투리스모,14/03식,2WD LT 9인승,"170,360km",대구,640,디젤,흰색,Ncar
23252,르노삼성,뉴SM5 플래티넘,14/02식,1.6 TCE,"107,328km",광주,680,가솔린,흰색,Ncar
23253,현대,쏘나타 (DN8),19/12식(20년형),2.0,"17,128km",광주,"2,499",가솔린,흰색,Ncar
23254,르노삼성,뉴SM5 플래티넘,14/02식,1.6 TCE,"107,328km",광주,680,가솔린,흰색,Ncar
23255,현대,쏘나타 (DN8),19/12식(20년형),2.0,"17,128km",광주,"2,499",가솔린,흰색,Ncar
23256,현대,스타렉스 점보,07/01식,12인승 CRDi,"150,000km",울산,330,디젤,흰색,Ncar
23257,현대,LF 쏘나타,16/12식(17년형),LPI 스마트,"63,248km",울산,"1,330",LPG(일반인 구입),흰색,Ncar
23258,현대,더 뉴 아반떼 AD,19/10식(20년형),1.6,"3,600km",울산,"1,780",가솔린,흰색,Ncar
23259,현대,베라크루즈,14/12식(15년형),디젤 4WD 익스클루시브,"152,847km",경기,"1,970",디젤,흰색,Ncar
23260,쌍용,렉스턴 스포츠 칸,19/08식,디젤 2.2 4WD,"60,000km",전남,"2,850",디젤,흰색,Ncar
23261,기아,더 뉴 스포티지 R,14/11식(15년형),디젤 2WD 프레스티지,"145,605km",부산,"1,150",디젤,흰색,Ncar
23262,기아,올 뉴 모닝 (JA),20/04식,럭셔리,"13,705km",부산,"1,099",가솔린,흰색,Ncar
23263,기아,올 뉴 카니발,17/09식(18년형),9인승 노블레스,"53,500km",충남,"2,500",디젤,흰색,Ncar
23264,쉐보레(GM대우),크루즈,12/03식,2.0 LTZ+,"192,176km",대전,330,디젤,흰색,Ncar
23265,현대,엑센트(신형),15/07식(16년형),1.6 GDI 블루세이버,"74,770km",대구,890,가솔린,흰색,Ncar
23266,기아,쏘렌토 4세대,21/03식,HEV 1.6 2WD,"6,020km",대전,"3,950",가솔린+전기,흰색,Ncar
23267,기아,더 뉴 K7,15/05식,2.4 GDI 프레스티지,"59,000km",광주,"1,590",가솔린,흰색,Ncar
23268,기아,쏘렌토 R,09/09식(10년형),LPG 2.7 2WD TLX,"159,000km",경기,"1,030",LPG(일반인 구입),흰색,Ncar
23269,쌍용,티볼리 에어,16/09식(17년형),디젤 IX 2WD,"34,169km",대전,"1,430",디젤,흰색,Ncar
23270,기아,레이,17/08식,디럭스,"60,341km",울산,960,가솔린,흰색,Ncar
23271,기아,크레도스,97/09식,1.8 VX Di,"68,000km",경기,230,가솔린,흰색,Ncar
23272,현대,LF 쏘나타,17/01식,2.0 스마트,"45,717km",경남,"1,610",가솔린,흰색,Ncar
23273,제네시스,G70,19/01식,3.3T 스포츠 AWD,"53,845km",경남,"3,770",가솔린,흰색,Ncar
23274,쉐보레(GM대우),트랙스,15/03식,1.4 LT,"52,522km",제주,"1,080",가솔린,흰색,Ncar
23275,기아,쏘울 부스터,19/12식,1.6 T-GDI 프레스티지,"29,590km",경기,"1,830",가솔린,흰색,Ncar
23276,르노삼성,SM7 New Art,10/07식(11년형),RE,"154,000km",인천,370,가솔린,흰색,Ncar
23277,기아,올 뉴 K3,18/07식(19년형),럭셔리,"60,900km",인천,"1,380",가솔린,흰색,Ncar
23278,,,,,,,,,흰색,Ncar
23279,쉐보레(GM대우),뉴 라보,17/04식,STD,"125,800km",대구,460,LPG(일반인 구입),흰색,Ncar
23280,기아,올 뉴 쏘렌토,16/06식,디젤 2.0 2WD,"58,000km",전남,"2,390",디젤,흰색,Ncar
23281,현대,더 뉴 아반떼,15/02식,1.6 GDi 모던,"47,000km",전남,"1,130",가솔린,흰색,Ncar
23282,쌍용,액티언 스포츠,09/09식(10년형),2WD AX5 패션,"92,615km",전북,520,디젤,흰색,Ncar
23283,기아,더 뉴 K5,14/11식(15년형),디럭스,"135,309km",광주,830,가솔린,흰색,Ncar
23284,현대,올 뉴 투싼,15/11식(16년형),디젤 1.7 2WD,"171,775km",광주,"1,300",디젤,흰색,Ncar
23285,쉐보레(GM대우),뉴 라보,16/05식,접이식탑차 롱카고,"17,134km",울산,510,LPG(일반인 구입),흰색,Ncar
23286,기아,그랜드 카니발,10/01식,GX,"124,235km",울산,620,디젤,흰색,Ncar
23287,현대,스타렉스 점보,07/07식,12인승 CRDi,"210,000km",충남,350,디젤,흰색,Ncar
23288,현대,아반떼 AD,17/09식(18년형),1.6 LPI 스마트(렌터카),"152,760km",광주,820,LPG(일반인 구입),흰색,Ncar
23289,쌍용,티볼리 에어,16/04식,디젤 IX 2WD,"57,697km",대구,"1,399",디젤,흰색,Ncar
23290,기아,레이,12/07식(13년형),밴 고급형,"185,000km",서울,420,가솔린,흰색,Ncar
23291,기아,올 뉴 카니발,18/01식,9인승 하이리무진,"50,000km",서울,"3,430",디젤,흰색,Ncar
23292,현대,더 뉴 아반떼,15/08식(16년형),1.6 GDi 모던,"54,000km",서울,"1,080",가솔린,흰색,Ncar
23293,쉐보레(GM대우),크루즈,14/11식,1.4 터보 LTZ+,"14,237km",경기,899,가솔린,흰색,Ncar
23294,현대,싼타페 CM,08/02식,2WD(2.0VGT) MLX,"146,948km",울산,550,디젤,흰색,Ncar
23295,기아,더 뉴 쏘렌토,17/12식(18년형),디젤 2.2 2WD,"91,325km",서울,"2,640",디젤,흰색,Ncar
23296,현대,싼타페 더 프라임,17/05식(18년형),디젤 2.0 2WD,"80,617km",서울,"2,000",디젤,흰색,Ncar
23297,기아,더 뉴 쏘렌토,18/03식,디젤 2.0 2WD,"51,982km",서울,"2,690",디젤,흰색,Ncar
23298,제네시스,G80 (RG3),20/12식(21년형),가솔린 2.5 터보 AWD,"16,551km",서울,"5,760",가솔린,흰색,Ncar
23299,현대,더 뉴 그랜드 스타렉스,19/03식,밴 5인승,"46,852km",서울,"2,330",디젤,흰색,Ncar
23300,기아,스토닉,19/01식,디젤 1.6,"41,064km",서울,"1,775",디젤,흰색,Ncar
23301,기아,올 뉴 카니발,17/07식(18년형),9인승 럭셔리,"104,258km",서울,"1,840",디젤,흰색,Ncar
23302,기아,레이,13/07식,럭셔리,"46,000km",서울,800,가솔린,흰색,Ncar
23303,르노삼성,SM5 노바,16/09식(17년형),LPLi 택시렌터카 고급형,"255,000km",경기,360,LPG(일반인 구입),흰색,Ncar
23304,현대,팰리세이드,21/07식(22년형),디젤 2.2 4WD,"5,000km",충남,"4,900",디젤,흰색,Ncar
23305,기아,쏘렌토 R,09/11식(10년형),디젤 2.0 2WD TLX,"166,373km",대구,780,디젤,흰색,Ncar
23306,현대,테라칸,04/07식,4WD JX290 골드,"73,000km",경기,"3,100",디젤,흰색,Ncar
23307,현대,제네시스,10/07식(11년형),BH380 로얄,"232,000km",광주,890,가솔린,흰색,Ncar
23308,기아,더 뉴 K5 2세대,18/12식(19년형),2.0,"12,639km",대전,"1,950",가솔린,흰색,Ncar
23309,쉐보레(GM대우),트레일블레이저,20/08식(21년형),1.3 터보 4WD,"16,000km",경기,"2,790",가솔린,흰색,Ncar
23310,쉐보레(GM대우),올란도,12/04식,2.0 디젤 LTZ,"117,000km",서울,760,디젤,흰색,Ncar
23311,현대,그랜저 IG,18/03식,3.0 LPI 모던,"38,352km",경기,"2,230",LPG(일반인 구입),흰색,Ncar
23312,기아,올 뉴 카니발,17/12식(18년형),9인승 노블레스,"16,709km",경기,"2,670",디젤,흰색,Ncar
23313,르노삼성,더 뉴 QM6,19/07식(20년형),2.0 GDe 프리미에르 2WD,"9,000km",전남,"2,490",가솔린,흰색,Ncar
23314,현대,싼타페 CM,09/04식,2WD(2.2VGT) MLX,"137,976km",인천,540,디젤,흰색,Ncar
23315,현대,그랜저 IG,17/01식,3.0 LPi 익스클루시브 (렌터카),"117,446km",인천,"2,050",LPG(일반인 구입),흰색,Ncar
23316,현대,싼타페 더 프라임,17/08식(18년형),디젤 2.2 2WD,"49,786km",인천,"2,530",디젤,흰색,Ncar
23317,현대,i30(신형),13/06식(14년형),디젤 1.6 VGT 유니크,"156,687km",인천,590,디젤,흰색,Ncar
23318,쌍용,더 뉴 코란도 스포츠,17/01식,2.2 익스트림 4WD,"86,646km",경기,"1,420",디젤,흰색,Ncar
23319,르노삼성,더 뉴 QM6,21/09식,2.0 LPe RE 시그니처 2WD,7km,전북,"2,890",LPG(일반인 구입),흰색,Ncar
23320,기아,셀토스,19/10식(20년형),가솔린 1.6 터보 2WD,"25,457km",울산,"2,600",가솔린,흰색,Ncar
23321,현대,아반떼 AD,17/08식(18년형),1.6 e-VGT 스타일,"69,000km",전남,"1,250",디젤,흰색,Ncar
23322,기아,더 뉴 K3,18/01식,트렌디,"78,113km",광주,699,가솔린,흰색,Ncar
23323,기아,뉴모닝,10/09식(11년형),LX,"104,225km",인천,230,가솔린,흰색,Ncar
