,brand,name,year,info,km,location,price,type,color,websites
239,현대,YF 쏘나타,09/10식(10년형),Y20 프라임,"108,951km",경기,490,가솔린,흰색,Ncar
240,현대,싼타페 DM,14/08식(15년형),디젤(e-VGT) 2.0 2WD 모던,"128,956km",대구,"1,450",디젤,흰색,Ncar
241,르노삼성,SM7 노바,15/01식,LE,"65,000km",부산,"1,170",가솔린,흰색,Ncar
242,르노삼성,클리오,18/07식,인텐스,"110,000km",부산,999,디젤,흰색,Ncar
243,르노삼성,SM6,16/12식,2.0 LPe PE (렌터카),"63,000km",부산,"1,120",LPG(일반인 구입),흰색,Ncar
244,쉐보레(GM대우),뉴 라보,16/12식(17년형),DLX,"11,750km",부산,600,LPG(일반인 구입),흰색,Ncar
245,,,,,,,,,흰색,Ncar
246,쌍용,더 뉴 코란도 스포츠,16/12식(17년형),2.2 익스트림 4WD,"72,530km",대구,"1,770",디젤,흰색,Ncar
247,르노삼성,SM6,16/09식,1.5 dCi SE,"66,000km",부산,"1,380",디젤,흰색,Ncar
248,현대,아반떼 MD,11/05식(12년형),M16 GDI 탑,"146,141km",대구,550,가솔린,흰색,Ncar
249,기아,더 뉴 K5,13/07식(14년형),프레스티지,"85,098km",부산,"1,250",가솔린,흰색,Ncar
250,쌍용,뉴코란도 C,14/12식(15년형),2.0 CVS 4WD,"70,000km",부산,990,디젤,흰색,Ncar
251,현대,아반떼 AD,17/01식,1.6 e-VGT 스마트,"62,000km",부산,"1,370",디젤,흰색,Ncar
252,기아,올 뉴 모닝 (JA),17/04식,밴,"58,000km",부산,590,가솔린,흰색,Ncar
253,기아,더 뉴 카니발,19/06식,11인승 프레스티지,"52,000km",부산,"2,390",디젤,흰색,Ncar
254,현대,그랜저 HG,12/04식,HG240 럭셔리,"80,000km",부산,"1,190",가솔린,흰색,Ncar
255,기아,K5 2세대,16/08식,2.0 SX,"62,508km",대전,"1,580",가솔린,흰색,Ncar
256,쌍용,티볼리 에어,16/05식,디젤 IX 2WD,"84,710km",경기,920,디젤,흰색,Ncar
257,기아,레이,16/03식,터보 프레스티지,"75,110km",경기,620,가솔린,흰색,Ncar
258,현대,아반떼 MD,12/03식,M16 GDI 프리미어,"90,600km",경기,320,가솔린,흰색,Ncar
259,현대,아이오닉 하이브리드,16/02식,N,"44,296km",서울,"1,550",가솔린+전기,흰색,Ncar
260,기아,더 뉴 레이,19/03식,럭셔리,"36,055km",서울,"1,200",가솔린,흰색,Ncar
261,기아,K5 3세대,21/08식,1.6 터보,66km,경기,"2,850",가솔린,흰색,Ncar
262,기아,K5 3세대,21/08식,2.0,63km,경기,"2,790",가솔린,흰색,Ncar
263,쌍용,뉴코란도 C,13/10식(14년형),2.0 CVT 2WD,"146,610km",부산,699,디젤,흰색,Ncar
264,기아,니로,18/07식,럭셔리,"44,632km",경기,"1,999",가솔린+전기,흰색,Ncar
265,쉐보레(GM대우),뉴 라보,15/08식,냉동탑차,"45,998km",부산,480,LPG(일반인 구입),흰색,Ncar
266,기아,레이,17/12식,밴,"91,179km",경기,699,가솔린,흰색,Ncar
267,,,,,,,,,흰색,Ncar
268,기아,K5,12/11식(13년형),LPI 스마트,"90,737km",충남,670,LPG(일반인 구입),흰색,Ncar
269,기아,더 뉴 K5,14/09식(15년형),LPI 디럭스,"148,491km",부산,750,LPG(일반인 구입),흰색,Ncar
270,쉐보레(GM대우),뉴 라보,17/08식,롱카고 SUPER,"23,600km",부산,550,LPG(일반인 구입),흰색,Ncar
271,쉐보레(GM대우),스파크,14/12식,밴,"168,546km",부산,320,가솔린,흰색,Ncar
272,현대,그랜저 IG,17/01식,2.4 프리미엄,"85,159km",대구,"2,490",가솔린,흰색,Ncar
273,현대,그랜저 HG,12/09식,HG240 럭셔리,"153,422km",경기,920,가솔린,흰색,Ncar
274,현대,그랜저 HG,12/08식,HG240 럭셔리,"132,867km",인천,820,가솔린,흰색,Ncar
275,기아,스포티지 4세대,16/01식,디젤 1.7 2WD 노블레스,"65,620km",경기,"1,530",디젤,흰색,Ncar
276,쌍용,뷰티풀 코란도,20/07식(21년형),가솔린 1.5 2WD C5,"7,414km",경기,"2,250",가솔린,흰색,Ncar
277,르노삼성,SM5 노바,18/10식,클래식,"73,802km",경기,"1,190",가솔린,흰색,Ncar
278,기아,올 뉴 K3,18/05식(19년형),노블레스,"82,871km",인천,"1,650",가솔린,흰색,Ncar
279,기아,뉴모닝,09/07식,SLX,"90,901km",경기,290,가솔린,흰색,Ncar
280,현대,아반떼 MD,13/05식(14년형),LPI M16 모던,"188,185km",광주,630,LPG(일반인 구입),흰색,Ncar
281,현대,아이오닉 하이브리드,16/07식(17년형),Q,"61,798km",광주,"1,890",가솔린+전기,흰색,Ncar
282,현대,코나,17/12식(18년형),1.6 터보 2WD,"61,185km",충남,"1,779",가솔린,흰색,Ncar
283,르노삼성,뉴SM5 플래티넘,14/12식,SE,"99,298km",경기,610,가솔린,흰색,Ncar
284,기아,올 뉴 모닝 (JA),18/09식,럭셔리,"30,258km",경기,750,가솔린,흰색,Ncar
285,기아,모하비 더 마스터,19/10식(20년형),디젤 3.0 4WD 6인승,"46,404km",경기,"4,690",디젤,흰색,Ncar
286,기아,스포티지 4세대,18/03식,디젤 2.0 2WD 프레스티지,"48,626km",대구,"1,610",디젤,흰색,Ncar
287,쉐보레(GM대우),올란도,17/04식,LPG LTZ,"32,148km",부산,"1,690",LPG(일반인 구입),흰색,Ncar
288,현대,더 뉴 그랜저 IG 하이브리드,21/04식,캘리그래피,"4,455km",경기,"4,630",가솔린+전기,흰색,Ncar
289,현대,LF 쏘나타,17/02식,LPI 스마트,"81,082km",경기,"1,270",LPG(일반인 구입),흰색,Ncar
290,현대,그랜저 IG,19/04식,2.4 익스클루시브,"21,389km",경기,"2,930",가솔린,흰색,Ncar
291,현대,그랜저 HG,13/02식,HG300 프리미엄,"103,851km",대전,980,가솔린,흰색,Ncar
292,현대,그랜저 HG 하이브리드,15/02식,프리미엄,"107,178km",충북,"1,690",가솔린+전기,흰색,Ncar
293,현대,LF 쏘나타,16/01식,2.0 스마트,"108,930km",서울,"1,200",가솔린,흰색,Ncar
294,기아,포르테,11/06식,1.6 GDI 럭셔리,"107,320km",광주,490,가솔린,흰색,Ncar
295,현대,제네시스 DH,14/02식,G380 프레스티지 AWD,"100,381km",경기,"2,490",가솔린,흰색,Ncar
296,현대,엑센트(신형),17/11식(18년형),1.4 VVT 모던,"41,622km",부산,950,가솔린,흰색,Ncar
297,쉐보레(GM대우),더 넥스트 스파크,18/03식,LTZ,"16,584km",경기,920,가솔린,흰색,Ncar
298,현대,LF 쏘나타,14/08식(15년형),LPI 스마트,"234,000km",경북,530,LPG(일반인 구입),흰색,Ncar
299,기아,더 뉴 K3,15/12식(16년형),트렌디,"69,563km",경기,"1,170",가솔린,흰색,Ncar
300,기아,올 뉴 모닝 (JA),17/05식,럭셔리,"51,144km",부산,870,가솔린,흰색,Ncar
301,기아,올 뉴 카니발,17/07식(18년형),9인승 럭셔리,"105,876km",경기,"1,730",디젤,흰색,Ncar
302,기아,K5 2세대,17/12식(18년형),LPI MX,"101,695km",경기,"1,170",LPG(일반인 구입),흰색,Ncar
303,쌍용,티볼리 에어,18/06식,가솔린 1.6 IX 2WD,"78,586km",광주,"1,470",가솔린,흰색,Ncar
304,기아,뉴 쏘렌토 R,12/08식(13년형),디젤 2.0 2WD,"144,284km",충남,"1,300",디젤,흰색,Ncar
305,기아,더 뉴 K3,18/01식,트렌디,"25,066km",서울,"1,430",가솔린,흰색,Ncar
306,현대,그랜드 스타렉스,16/12식(17년형),3인승 밴,"138,734km",경기,"1,320",디젤,흰색,Ncar
307,쉐보레(GM대우),뉴 다마스,15/04식,5인승 코치,"82,078km",울산,450,LPG(일반인 구입),흰색,Ncar
308,쉐보레(GM대우),스파크,12/05식,LPG LS,"148,294km",광주,320,LPG(일반인 구입),흰색,Ncar
309,현대,그랜저 HG 하이브리드,14/04식(15년형),프리미엄,"154,227km",충남,"1,235",가솔린+전기,흰색,Ncar
310,기아,K5 3세대,21/03식,1.6 터보,"1,981km",경기,"2,930",가솔린,흰색,Ncar
311,기아,올 뉴 카니발,16/08식(17년형),9인승 하이리무진,"124,186km",대전,"2,860",디젤,흰색,Ncar
312,현대,그랜저 HG,12/01식,HG300 프라임,"156,989km",충북,890,가솔린,흰색,Ncar
313,기아,더 뉴 카렌스,17/07식(18년형),1.7 VGT 프레스티지,"10,682km",경기,"1,550",디젤,흰색,Ncar
314,현대,엑센트(신형),18/04식,1.4 VVT 밸류 플러스,"18,662km",경기,970,가솔린,흰색,Ncar
315,현대,코나,19/01식,1.6 터보 2WD,"40,568km",경기,"1,850",가솔린,흰색,Ncar
316,쉐보레(GM대우),더 뉴 스파크,20/04식,프리미어,"6,483km",충남,"1,099",가솔린,흰색,Ncar
317,쉐보레(GM대우),더 넥스트 스파크,18/03식,LTZ,"16,584km",경기,920,가솔린,흰색,Ncar
318,쌍용,티볼리 에어,16/09식(17년형),디젤 RX 2WD,"100,282km",충남,"1,060",디젤,흰색,Ncar
319,기아,K5,12/05식(13년형),LPI 프레스티지,"103,282km",충남,900,LPG(일반인 구입),흰색,Ncar
320,르노삼성,뉴SM5 플래티넘,13/08식,1.6 TCE,"94,332km",충남,790,가솔린,흰색,Ncar
321,기아,K5 2세대,17/12식(18년형),LPI MX,"101,695km",경기,"1,170",LPG(일반인 구입),흰색,Ncar
322,현대,아반떼 AD,16/03식,1.6 e-VGT 스마트,"94,528km",경기,969,디젤,흰색,Ncar
323,기아,더 뉴 레이,18/07식,LPI 프레스티지,"67,362km",경기,"1,430",LPG(일반인 구입),흰색,Ncar
324,현대,엑센트(신형),16/10식(17년형),위트 1.6 GDI 프리미엄,"44,255km",울산,"1,040",가솔린,흰색,Ncar
325,현대,그랜저 HG,13/05식(14년형),HG240 모던,"129,259km",충남,"1,180",가솔린,흰색,Ncar
326,,,,,,,,,흰색,Ncar
327,기아,스포티지 R,12/07식,디젤 2WD TLX,"164,050km",광주,829,디젤,흰색,Ncar
328,현대,뉴 투싼 ix,13/10식(14년형),디젤(e-VGT) 4WD,"91,670km",충북,"1,370",디젤,흰색,Ncar
329,기아,더 뉴 K3,17/12식(18년형),트렌디,"66,458km",전북,"1,350",가솔린,흰색,Ncar
330,쉐보레(GM대우),스파크,14/11식,LS,"60,292km",경기,320,가솔린,흰색,Ncar
331,쉐보레(GM대우),말리부,14/09식,2.0 LT 디럭스팩,"58,264km",충남,870,가솔린,흰색,Ncar
332,현대,제네시스 쿠페,09/09식(10년형),200 터보 D,"170,630km",대구,715,가솔린,흰색,Ncar
333,쌍용,뷰티풀 코란도,20/07식(21년형),가솔린 1.5 2WD C5,"7,414km",경기,"2,250",가솔린,흰색,Ncar
334,현대,엑센트(신형),12/05식,1.4 VVT 프리미어,"141,058km",충남,559,가솔린,흰색,Ncar
335,현대,LF 쏘나타,16/01식,LPI 모던,"84,979km",광주,"1,320",LPG(일반인 구입),흰색,Ncar
336,현대,제네시스 쿠페,10/06식,380 GT-R,"177,863km",대구,935,가솔린,흰색,Ncar
337,기아,올 뉴 프라이드,13/07식(14년형),1.6 GDI 세단,"102,807km",충남,620,가솔린,흰색,Ncar
338,기아,니로,16/05식(17년형),프레스티지,"88,452km",광주,"1,750",가솔린+전기,흰색,Ncar
339,현대,엑센트(신형),14/04식,1.4 VVT 프리미엄,"68,181km",경기,790,가솔린,흰색,Ncar
340,기아,카니발 4세대,20/10식(21년형),9인승 프레스티지,"31,266km",광주,"3,400",디젤,흰색,Ncar
341,현대,올 뉴 투싼,15/06식(16년형),디젤 1.7 2WD,"69,360km",광주,"1,640",디젤,흰색,Ncar
342,르노삼성,더 뉴 QM6,21/02식,2.0 LPe RE 시그니처 2WD,"6,200km",대구,"3,100",LPG(일반인 구입),흰색,Ncar
343,쌍용,코란도 스포츠,12/03식,CX5 2WD,"75,707km",경남,990,디젤,흰색,Ncar
344,현대,아반떼 AD,17/04식(18년형),1.6 LPI 스마트(렌터카),"91,000km",경기,800,LPG(일반인 구입),흰색,Ncar
345,현대,더 뉴 싼타페,21/01식,디젤 2.2 2WD,"9,569km",대구,"4,040",디젤,흰색,Ncar
346,기아,K7 프리미어 하이브리드,19/06식(20년형),시그니처,"5,471km",광주,"3,950",가솔린+전기,흰색,Ncar
347,기아,더 뉴 카니발,19/06식,9인승 노블레스 스페셜,"10,573km",경기,"3,490",디젤,흰색,Ncar
348,현대,싼타페 TM,19/07식(20년형),가솔린 2.0T 2WD,"19,893km",경기,"3,390",가솔린,흰색,Ncar
349,기아,레이,12/03식,프레스티지,"114,604km",울산,670,가솔린,흰색,Ncar
350,현대,더 뉴 그랜저 IG,21/02식,3.0 LPi (택시형),"36,256km",인천,"2,850",LPG(일반인 구입),흰색,Ncar
351,기아,모하비 더 마스터,19/10식(20년형),디젤 3.0 4WD 6인승,"46,404km",경기,"4,690",디젤,흰색,Ncar
352,르노삼성,더 뉴 QM6,19/10식(20년형),2.0 GDe 프리미에르 2WD,"34,517km",경기,"2,480",가솔린,흰색,Ncar
353,기아,K5,12/03식(13년형),LPI 프레스티지,"173,600km",대구,670,LPG(일반인 구입),흰색,Ncar
354,현대,아반떼 AD,18/01식,1.6 GDI 밸류 플러스,"71,863km",강원,"1,200",가솔린,흰색,Ncar
355,현대,아반떼 AD,16/02식,1.6 GDI 스타일,"100,600km",전북,"1,030",가솔린,흰색,Ncar
356,현대,더 뉴 아반떼 AD,19/02식,1.6,"92,650km",경기,"1,420",가솔린,흰색,Ncar
357,기아,올 뉴 모닝 (JA),17/07식,디럭스,"42,487km",경기,695,가솔린,흰색,Ncar
358,쉐보레(GM대우),올 뉴 말리부,16/06식(17년형),1.5 터보 LTZ,"37,312km",경기,"2,040",가솔린,흰색,Ncar
359,현대,그랜저 IG,17/06식(18년형),2.4 프리미엄,"45,390km",경기,"2,840",가솔린,흰색,Ncar
360,쉐보레(GM대우),올란도,15/09식,2.0 디젤 플래티넘 패키지,"88,570km",경기,"1,130",디젤,흰색,Ncar
361,르노삼성,SM6,16/11식,1.6 TCe RE,"76,450km",경기,"1,730",가솔린,흰색,Ncar
362,쉐보레(GM대우),스파크,14/05식,L,"119,413km",인천,230,가솔린,흰색,Ncar
363,현대,엑센트(신형),12/09식,1.4 VVT 럭셔리,"59,964km",경기,570,가솔린,흰색,Ncar
364,쉐보레(GM대우),뉴 라보,12/04식,보냉탑차 일반형,"147,995km",경기,339,LPG(일반인 구입),흰색,Ncar
365,현대,엑센트(신형),18/04식,1.4 VVT 밸류 플러스,"18,662km",경기,970,가솔린,흰색,Ncar
366,기아,올 뉴 모닝,14/09식(15년형),바이퓨얼 스마트,"185,384km",충남,369,가솔린+LPG,흰색,Ncar
367,기아,뉴카니발,09/02식,9인승 디젤(VGT) GX,"210,838km",경기,439,디젤,흰색,Ncar
368,기아,올 뉴 모닝 (JA),17/04식,디럭스,"52,507km",인천,600,가솔린,흰색,Ncar
369,기아,더 뉴 모닝,15/11식(16년형),스마트,"31,266km",인천,550,가솔린,흰색,Ncar
370,쉐보레(GM대우),더 넥스트 스파크,16/03식,LTZ,"83,000km",서울,750,가솔린,흰색,Ncar
371,르노삼성,All New SM7,11/12식(12년형),RE,"176,225km",대구,630,가솔린,흰색,Ncar
372,쉐보레(GM대우),뉴 다마스,15/03식,2인승 판넬밴,"107,843km",대전,420,LPG(일반인 구입),흰색,Ncar
373,기아,올 뉴 카니발,14/07식(15년형),11인승 럭셔리,"146,211km",경기,"1,320",디젤,흰색,Ncar
374,현대,아반떼 AD,16/09식(17년형),1.6 GDI 모던,"66,400km",경남,"1,335",가솔린,흰색,Ncar
375,쉐보레(GM대우),더 넥스트 스파크,15/11식(16년형),LTZ,"92,799km",대구,689,가솔린,흰색,Ncar
376,현대,그랜저 HG,15/06식(16년형),HG300 프리미엄,"84,276km",대구,"1,590",가솔린,흰색,Ncar
377,쌍용,뉴코란도 C,15/06식,2.0 RX 2WD,"58,645km",울산,"1,230",디젤,흰색,Ncar
378,기아,올 뉴 모닝,12/03식,럭셔리 스포츠,"87,612km",대구,420,가솔린,흰색,Ncar
379,기아,더 뉴 K7,14/08식,2.4 GDI 프레스티지,"126,399km",충남,"1,169",가솔린,흰색,Ncar
380,기아,로체 이노베이션,10/03식,LEX20,"96,018km",대전,430,가솔린,흰색,Ncar
381,현대,아반떼 MD,11/12식(12년형),M16 GDI 프리미어,"132,799km",대구,670,가솔린,흰색,Ncar
382,기아,올 뉴 모닝 (JA),19/02식,터보 프레스티지,"32,956km",광주,"1,190",가솔린,흰색,Ncar
383,쉐보레(GM대우),올 뉴 말리부,18/07식,1.8 하이브리드 LT,"36,014km",서울,"2,190",가솔린+전기,흰색,Ncar
384,현대,쏘나타 뉴 라이즈,17/04식(18년형),2.0 스타일,"124,164km",경기,"1,500",가솔린,흰색,Ncar
385,현대,그랜드 스타렉스,15/05식(16년형),5인승 밴,"121,014km",경기,"1,450",디젤,흰색,Ncar
386,현대,더 뉴 아반떼 AD,19/02식,1.6,"92,650km",경기,"1,420",가솔린,흰색,Ncar
387,기아,K7,10/08식(11년형),LPI VG270 럭셔리,"227,338km",광주,569,LPG(일반인 구입),흰색,Ncar
388,현대,더 뉴 아반떼 AD,18/10식(19년형),1.6,"49,364km",광주,"1,585",가솔린,흰색,Ncar
389,기아,올 뉴 모닝 (JA),17/02식,프레스티지,"7,594km",경기,"1,190",가솔린,흰색,Ncar
390,현대,아이오닉 일렉트릭,19/08식,Q,"8,115km",경기,"2,390",전기,흰색,Ncar
391,현대,제네시스 쿠페,08/11식(09년형),200 터보 P,"87,515km",대구,840,가솔린,흰색,Ncar
392,현대,LF 쏘나타,14/09식(15년형),LPI 모던(장애인용),"147,656km",대구,"1,170",LPG(일반인 구입),흰색,Ncar
393,,,,,,,,,흰색,Ncar
394,현대,싼타페 DM,14/08식(15년형),디젤(e-VGT) 2.0 2WD 익스클루시브,"99,332km",경기,"1,780",디젤,흰색,Ncar
395,르노삼성,뉴SM5(신형),12/05식,SE,"192,633km",전북,300,가솔린,흰색,Ncar
396,현대,코나,17/08식(18년형),1.6 터보 2WD,"39,768km",경기,"1,899",가솔린,흰색,Ncar
397,현대,뉴 투싼 ix,13/08식(14년형),디젤(e-VGT) 2WD,"77,165km",부산,"1,299",디젤,흰색,Ncar
398,현대,그랜저 뉴 럭셔리,08/06식(09년형),Q270 프리미어,"165,909km",서울,350,가솔린,흰색,Ncar
399,쉐보레(GM대우),말리부,12/03식,2.0 LT 디럭스팩,"170,379km",경기,470,가솔린,흰색,Ncar
400,제네시스,더 뉴 G70,21/01식,가솔린 2.0T 4WD,"7,299km",대구,"4,730",가솔린,흰색,Ncar
401,쉐보레(GM대우),스파크,15/07식,LS,"130,000km",경기,299,가솔린,흰색,Ncar
402,르노삼성,뉴SM3,10/03식,LE,"103,714km",부산,450,가솔린,흰색,Ncar
403,쌍용,티볼리 아머,17/09식(18년형),VX 2WD,"39,082km",부산,"1,666",가솔린,흰색,Ncar
404,현대,싼타페 더 프라임,15/12식(16년형),디젤 2.0 2WD,"23,932km",광주,"2,080",디젤,흰색,Ncar
405,기아,K7 프리미어 하이브리드,19/06식(20년형),시그니처,"5,471km",광주,"3,950",가솔린+전기,흰색,Ncar
406,현대,더 뉴 아반떼 AD,19/02식,1.6,"36,920km",경기,"1,630",가솔린,흰색,Ncar
407,쌍용,액티언 스포츠,10/07식(11년형),4WD AX7 클럽,"230,305km",경기,390,디젤,흰색,Ncar
408,기아,올 뉴 모닝 (JA),17/04식,디럭스,"52,507km",인천,600,가솔린,흰색,Ncar
409,현대,그랜드 스타렉스,12/05식,5인승 밴,"112,014km",울산,"1,170",디젤,흰색,Ncar
410,기아,올 뉴 모닝,13/02식,바이퓨얼 스마트,"118,213km",충남,429,가솔린+LPG,흰색,Ncar
411,쌍용,티볼리 에어,16/04식,디젤 IX 2WD,"61,665km",충남,"1,250",디젤,흰색,Ncar
412,기아,올 뉴 K7 하이브리드,17/01식,노블레스,"145,890km",인천,"2,050",가솔린+전기,흰색,Ncar
413,쉐보레(GM대우),올 뉴 말리부,17/04식,1.5 터보 LS,"35,309km",경기,"1,319",가솔린,흰색,Ncar
414,기아,스포티지 4세대,18/03식,가솔린 2.0 2WD 노블레스,"47,619km",경기,"1,950",가솔린,흰색,Ncar
415,쌍용,렉스턴 W,14/04식,2.0 4WD RX7,"110,320km",경기,"1,329",디젤,흰색,Ncar
416,르노삼성,SM7 New Art,10/07식(11년형),LE,"87,475km",서울,499,가솔린,흰색,Ncar
417,기아,더 뉴 카니발,19/03식,9인승 럭셔리,"41,019km",경기,"2,390",디젤,흰색,Ncar
418,현대,아반떼 AD,16/01식,1.6 GDI 스마트,"72,491km",울산,"1,300",가솔린,흰색,Ncar
419,,,,,,,,,흰색,Ncar
420,기아,올 뉴 모닝 (JA),17/02식,프레스티지,"7,594km",경기,"1,190",가솔린,흰색,Ncar
421,현대,더 뉴 아반떼,14/06식(15년형),1.6 GDi 월드컵 에디션,"81,199km",충남,799,가솔린,흰색,Ncar
422,쉐보레(GM대우),말리부,13/03식,2.0 LTZ 디럭스팩(블랙휠),"139,199km",충남,650,가솔린,흰색,Ncar
423,기아,스포티지 4세대,16/09식,디젤 1.7 2WD 노블레스,"146,269km",경기,"1,170",디젤,흰색,Ncar
424,기아,더 뉴 쏘렌토,17/11식(18년형),디젤 2.2 2WD,"60,558km",광주,"2,430",디젤,흰색,Ncar
425,기아,더 뉴 레이,20/04식,럭셔리,"25,754km",경기,"4,444",가솔린,흰색,Ncar
426,현대,그랜저 IG,18/07식(19년형),3.0 LPi 모던 (렌터카),"51,858km",서울,"2,250",LPG(일반인 구입),흰색,Ncar
427,현대,그랜저 IG,19/09식,3.0 LPI 모던,"51,850km",경기,"1,990",LPG(일반인 구입),흰색,Ncar
428,현대,그랜저 HG,12/08식,HG240 럭셔리,"124,500km",서울,999,가솔린,흰색,Ncar
429,기아,뉴오피러스,06/10식(07년형),GH330 최고급형,"215,326km",광주,260,가솔린,흰색,Ncar
430,현대,에쿠스(신형),10/04식,VL380,"174,944km",경기,"1,360",가솔린,흰색,Ncar
431,쉐보레(GM대우),더 뉴 트랙스,18/01식,1.4 프리미어,"20,886km",경기,"1,700",가솔린,흰색,Ncar
432,현대,더 뉴 아반떼 AD,19/05식,1.6,"77,227km",경기,"1,530",가솔린,흰색,Ncar
433,기아,올 뉴 K7,17/07식,3.3 GDI 리미티드 플러스,"51,305km",경기,"2,290",가솔린,흰색,Ncar
434,현대,i30 (PD),20/03식,1.6 터보,"23,525km",경기,"2,299",가솔린,흰색,Ncar
435,기아,더 프레스티지 K7,12/08식,2.4 GDI 프레스티지,"153,484km",경기,720,가솔린,흰색,Ncar
436,현대,아반떼 (CN7),21/01식,1.6 LPi,"2,821km",경기,"2,375",LPG(일반인 구입),흰색,Ncar
437,쉐보레(GM대우),더 넥스트 스파크,16/04식,LTZ,"26,369km",서울,"9,999",가솔린,흰색,Ncar
