,brand,name,year,info,km,location,price,type,color
1564,쌍용,뷰티풀 코란도,20/08식(21년형),가솔린 1.5 2WD C3 플러스,"5,998km",대전,"2,220",가솔린,진주색
1565,현대,그랜저 HG 하이브리드,15/04식,프리미엄,"79,944km",대전,"1,850",가솔린+전기,진주색
1566,기아,올 뉴 모닝 (JA),17/07식,LPi 디럭스,"129,578km",대구,589,LPG(일반인 구입),진주색
1567,기아,레이,17/09식,밴 고급형,"77,296km",대구,789,가솔린,진주색
1568,기아,레이,13/03식,럭셔리,"73,547km",대구,799,가솔린,진주색
1569,,,,,,,,,진주색
1570,기아,더 뉴 모닝,16/03식,럭셔리,"126,614km",대구,599,가솔린,진주색
1571,기아,올 뉴 모닝 (JA),20/05식,럭셔리,"10,062km",대구,"1,089",가솔린,진주색
1572,기아,올 뉴 모닝,13/06식,럭셔리,"155,049km",대구,399,가솔린,진주색
1573,쉐보레(GM대우),더 뉴 스파크,18/09식(19년형),LS,"25,000km",전북,820,가솔린,진주색
1574,기아,더 뉴 K5 2세대,19/11식(20년형),2.0,"40,000km",서울,"1,969",가솔린,진주색
1575,기아,올 뉴 쏘울,14/05식,1.6 GDi 프레스티지,"47,300km",서울,"1,220",가솔린,진주색
1576,기아,올 뉴 모닝,16/07식,디럭스,"56,000km",서울,599,가솔린,진주색
1577,기아,레이,12/01식,럭셔리,"85,487km",서울,650,가솔린,진주색
1578,기아,올 뉴 카니발,17/04식(18년형),9인승 럭셔리,"109,633km",서울,"1,750",디젤,진주색
1579,르노삼성,QM3,14/06식,LE,"220,310km",경기,580,디젤,진주색
1580,현대,에쿠스,04/02식,JS300,"258,736km",경기,310,가솔린,진주색
1581,기아,올 뉴 카니발,17/04식(18년형),9인승 럭셔리,"109,633km",서울,"1,750",디젤,진주색
1582,르노삼성,QM3,14/06식,LE,"220,310km",경기,580,디젤,진주색
1583,현대,에쿠스,04/02식,JS300,"258,736km",경기,310,가솔린,진주색
1584,기아,그랜드 카니발,05/08식(06년형),GLX,"175,299km",대구,399,디젤,진주색
1585,현대,그랜저 TG,08/01식,LPI Q270 모범형,"160,000km",대구,299,LPG(일반인 구입),진주색
1586,르노삼성,All New SM7,12/07식,LE,"170,100km",부산,670,가솔린,진주색
1587,기아,K7,10/11식(11년형),VG240 디럭스,"149,395km",서울,620,가솔린,진주색
1588,기아,올 뉴 모닝,13/06식,럭셔리,"65,700km",전북,660,가솔린,진주색
1589,기아,올 뉴 모닝 (JA),19/09식(20년형),럭셔리,"7,700km",전북,"1,030",가솔린,진주색
1590,기아,올 뉴 모닝,12/07식,럭셔리,"132,000km",대전,460,가솔린,진주색
1591,현대,LF 쏘나타,14/06식(15년형),LPI 프리미엄 스페셜,"103,466km",경남,"1,090",LPG(일반인 구입),진주색
1592,,,,,,,,,진주색
1593,쌍용,렉스턴 스포츠,20/08식(21년형),디젤 2.2 4WD,"7,712km",부산,"3,690",디젤,진주색
1594,기아,레이,13/12식(14년형),럭셔리,"75,193km",부산,820,가솔린,진주색
1595,기아,올 뉴 모닝,14/07식(15년형),디럭스,"102,477km",인천,480,가솔린,진주색
1596,기아,레이,14/12식(15년형),프레스티지,"48,424km",인천,980,가솔린,진주색
1597,기아,더 뉴 모닝,15/07식(16년형),럭셔리,"75,617km",인천,650,가솔린,진주색
1598,기아,올 뉴 모닝,13/04식,디럭스 스페셜,"167,389km",충남,419,가솔린,진주색
1599,현대,쏘나타 뉴 라이즈,17/04식(18년형),2.0 스마트,"73,000km",부산,"1,630",가솔린,진주색
1600,기아,올 뉴 모닝,14/12식(15년형),디럭스 트렌디,"46,678km",경기,610,가솔린,진주색
1601,제네시스,G70,19/01식,3.3T 스포츠,"26,416km",경기,"3,490",가솔린,진주색
1602,기아,더 뉴 모닝,16/04식,럭셔리,"69,965km",전북,780,가솔린,진주색
1603,기아,올 뉴 모닝,14/12식(15년형),디럭스 트렌디,"46,678km",경기,610,가솔린,진주색
1604,기아,카니발 R,12/04식,그랜드 카니발 GLX,"168,823km",경기,590,디젤,진주색
1605,제네시스,G70,19/01식,3.3T 스포츠,"26,416km",경기,"3,490",가솔린,진주색
1606,쌍용,티볼리 에어,18/06식,디젤 IX 4WD,"22,506km",경기,"1,679",디젤,진주색
1607,현대,쏘나타 (DN8),19/11식(20년형),1.6 터보,"20,700km",경기,"2,150",가솔린,진주색
