,brand,name,year,info,km,location,price,type,color
274,현대,갤로퍼,94/10식,9 터보엑시드,"210,000km",경기,550,디젤,초록색
275,기아,올 뉴 모닝,12/07식,디럭스 스페셜,"111,439km",강원,430,가솔린,초록색
276,쉐보레(GM대우),스파크,13/06식(14년형),LT,"142,862km",충남,390,가솔린,초록색
277,르노삼성,뉴SM5,06/09식(07년형),SE 플러스,"194,274km",전북,190,가솔린,초록색
278,현대,벨로스터,11/11식(12년형),익스트림,"114,342km",경기,480,가솔린,초록색
279,현대,i40,12/03식,1.7 VGT,"203,596km",경기,730,디젤,초록색
280,기아,레이,12/01식,프레스티지,"78,093km",울산,815,가솔린,초록색
281,쉐보레(GM대우),스파크,12/01식,LT,"77,000km",울산,390,가솔린,초록색
282,쉐보레(GM대우),트레일블레이저,20/03식(21년형),1.3 터보 4WD,"13,261km",경기,"2,839",가솔린,초록색
283,쉐보레(GM대우),더 뉴 말리부,20/06식,1.3 터보 프리미어,"18,240km",부산,"2,190",가솔린,초록색
284,현대,그랜드 스타렉스,15/01식,4WD 11인승 왜건 HVX,"87,603km",대전,"1,790",디젤,초록색
285,기아,카니발 R,10/11식,그랜드 카니발 GLX,"299,680km",경기,420,디젤,초록색
286,현대,i40 살룬,13/12식(14년형),2.0 GDi,"32,221km",대전,"1,070",가솔린,초록색
287,기아,K3,14/02식,트렌디,"77,127km",대전,870,가솔린,초록색
288,쌍용,더 뉴 렉스턴 스포츠 칸,21/06식,디젤 2.2 4WD,"4,173km",경남,"3,399",디젤,초록색
289,기아,레이,15/08식(16년형),럭셔리,"254,920km",광주,390,가솔린,초록색
290,기아,올 뉴 모닝,14/05식(15년형),럭셔리,"95,778km",광주,590,가솔린,초록색
291,기아,올 뉴 K7,17/09식,2.2 디젤 리미티드,"33,000km",충북,"2,550",디젤,초록색
292,기아,레이,12/01식,럭셔리,"72,000km",부산,759,가솔린,초록색
293,쌍용,이스타나,99/05식,9인승 프라임,"172,199km",서울,380,디젤,초록색
294,쉐보레(GM대우),더 넥스트 스파크,16/06식,LT,"75,599km",대전,720,가솔린,초록색
295,쉐보레(GM대우),더 넥스트 스파크,16/09식(17년형),LT,"94,441km",경기,520,가솔린,초록색
296,기아,레이,12/08식(13년형),프레스티지,"149,260km",서울,630,가솔린,초록색
